artist_name,track_name,artist_uri,track_uri
Wisin & Yandel,Ahora Es,spotify:artist:1wZtkThiXbVNtj6hee6dz9,spotify:track:7AkKdkY1WrkkHJntRKXyc4
Wisin & Yandel,Sexy Movimiento,spotify:artist:1wZtkThiXbVNtj6hee6dz9,spotify:track:1Kgyx7NLtzsa3gWV1efGHu
Wisin & Yandel,Estoy Enamorado,spotify:artist:1wZtkThiXbVNtj6hee6dz9,spotify:track:0B70RUdQurJEWLT28GdNtD
Romeo Santos,Promise,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,spotify:track:0jr6tT2vc4cIFPHb6wufG3
Romeo Santos,Mi Santa,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,spotify:track:4EbAftNM732UGLF8gmIIsX
Romeo Santos,La Diabla,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,spotify:track:252UPuQsncbBFhTrx4Ytcc
Selena,Si Una Vez,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:3zLQtoEeXA6Lr1sNrbyYbs
Selena,Cobarde,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:4L4WW9hLWc9ZD7JYHXYOM8
Enrique Iglesias,Dímelo,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,spotify:track:3t74Slmrcf23iKxdx2Rd3A
Luis Fonsi,No Me Doy Por Vencido,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,spotify:track:3A332PPGLcGVIlNpwWf42t
Alacranes Musical,Por Amarte Así,spotify:artist:2aZtzjAzD8fq3OhZ9egqda,spotify:track:6eTtcFz5p7a2nPwsDCTG0A
Eddy Lover,Luna,spotify:artist:7gR53ad9JjCweCv4f9MWEX,spotify:track:7nve6M8HjXsEp9oVyZlJeA
Ana Torroja,Duele El Amor,spotify:artist:5YekZn3GGnPIURNA6RG124,spotify:track:0oXLSuno5adlHcPzlzs8l6
Los Primos De Durango,Y Tu Te Vas - Duranguense Live,spotify:artist:0Y6XNv1dfyleQBqGJz0BGi,spotify:track:56VcSD3sMCrmH3u7yv9XVN
Alicia Villarreal,Solo Contigo,spotify:artist:6Hf2g14O2TP25JUNZuvIgn,spotify:track:1rnnD4QIMnhVfOCWKJxuoQ
Alicia Villarreal,Sentimientos,spotify:artist:6Hf2g14O2TP25JUNZuvIgn,spotify:track:3YcQS84DnSgMxNkRMgYEf7
La Tropa Vallenata,Los Caminos De La Vida,spotify:artist:6ESzKdcEDKvhUek4ZaHruk,spotify:track:1layZXCAmJ84fi21OmnTt5
Soca Man,Pasame La Botella,spotify:artist:3v6rMO9xp8triNTLIv2jUG,spotify:track:6LTOI3eGPZA8XDO01WNi9r
La Sonora Dinamita,Escandalo,spotify:artist:13or1Wf6ipcvSIiurZATvw,spotify:track:2BH6KnSpbMUmdFfZ0IAMG4
Los Enanitos Verdes,"Mil Horas - En Vivo Desde Tijuana, Mexico/2004",spotify:artist:4TK1gDgb7QKoPFlzRrBRgR,spotify:track:37WBC4mqVmZ6RzoRo7cIQP
Juan Gabriel,Así Fue,spotify:artist:2MRBDr0crHWE5JwPceFncq,spotify:track:7HGymGTKfdACYRI4g7H2Gu
Kike Santander,Azul,spotify:artist:74cNhp7LsCkRB6i4ey3hIT,spotify:track:7iAXEpyYmNpEDBtALzxbMm
Cristian Castro,Por Amarte Así,spotify:artist:2AZOALDIBORfbzKTuliwdJ,spotify:track:0wbQPvUQU4fqjw3JnDCibv
Marco Antonio Solís,Si No Te Hubieras Ido,spotify:artist:3tJnB0s6c3oXPq1SCCavnd,spotify:track:62qI8m0sXpzlSjYYx0nZ83
Impacto Mc,Golosa,spotify:artist:1KHgy3AlIpLFkeEyRwC6Qs,spotify:track:2z3Eh8zbmeosgidNGdpiwu
Vicente Fernández,Hermoso Cariño,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,spotify:track:6UN6W5tj0qrMYV8N9MQMJC
Vicente Fernández,Soy México,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,spotify:track:2S9ypm9J9HjPcOGEAHrvRL
Luis Miguel,Si Nos Dejan,spotify:artist:2nszmSgqreHSdJA3zWPyrW,spotify:track:7nAvryV9PVCt9PQGPx7I0z
Kalimba,Tocando Fondo,spotify:artist:4RjamFQJNT8nVbTKXJDJgv,spotify:track:12KP3TP0BYKhYWp0H3YXtq
Kalimba,No Me Quiero Enamorar,spotify:artist:4RjamFQJNT8nVbTKXJDJgv,spotify:track:6LUWcw7HapRK92mQI42Tzp
Alexandre Pires,Amame,spotify:artist:0Rrl4hJQjRAbGtiEwAqS5N,spotify:track:3ZHRiFQZaJXRvnhUt43pqO
Cristian Castro,Volver a Amar,spotify:artist:2AZOALDIBORfbzKTuliwdJ,spotify:track:0LlxZrQx7Ji0086Dj8rb4e
S. Cotugno,Yo Quería,spotify:artist:5uauFOWikyZurQoYq0Tdqi,spotify:track:4lSf1f0NbguMj6djBHLVa8
Los Primos De Durango,Tal Vez,spotify:artist:0Y6XNv1dfyleQBqGJz0BGi,spotify:track:3XbcMdHPVspmLMJpb6nTda
Los Primos De Durango,Fuego En Tu Piel - Duranguense,spotify:artist:0Y6XNv1dfyleQBqGJz0BGi,spotify:track:12xl6cfuw1xfIymhzVIEH2
Los Primos De Durango,Quizas,spotify:artist:0Y6XNv1dfyleQBqGJz0BGi,spotify:track:4OwauDNsrxA2oOWohsXDbX
Intocable,Te Amo (Para Siempre),spotify:artist:108moq3rq6bm1M4Ypz0J02,spotify:track:6G1DzngEdhMynVPv79wQO8
Intocable,Enséñame A Olvidarte,spotify:artist:108moq3rq6bm1M4Ypz0J02,spotify:track:2Ku6P1U8QkOQcLEXTRxygX
Intocable,Dime Que Me Amas,spotify:artist:108moq3rq6bm1M4Ypz0J02,spotify:track:0AMCbMBAM8bK6C6ODrzRrY
Intocable,Vete Ya,spotify:artist:108moq3rq6bm1M4Ypz0J02,spotify:track:6EZsucUbKS1mmWohoHXtJW
Banda El Recodo,Te Presumo,spotify:artist:6AcOTCYBMvjKYy4zms0kaC,spotify:track:3EjuEvxoNgHV6urIdPA4cl
Banda El Recodo,La Mejor De Todas,spotify:artist:6AcOTCYBMvjKYy4zms0kaC,spotify:track:1F6BAyY4iIzHiZCnUIZDbn
Banda El Recodo,Me Gusta Todo De Ti,spotify:artist:6AcOTCYBMvjKYy4zms0kaC,spotify:track:0lQw1AoV5ZUAatpZN0Lrl5
Intocable,Tu Adios No Mata,spotify:artist:108moq3rq6bm1M4Ypz0J02,spotify:track:5sz7opyzt4gWqn5mKbKg4e
Grupo Exterminador,Una Copa De Olvido,spotify:artist:3slJwKuB6Ij5V0mCOKT8Jn,spotify:track:24FvlSrmTCvOyyus0qvqsu
Selena y los Dinos,Si La Quieres,spotify:artist:1WwQf298ZQr1yX8L4wjXpy,spotify:track:2cKCwfztCCpCILaWIBUS6I
Selena,Fotos Y Recuerdos,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:0kQOWm8vYnQEb2gVWITaAA
Selena,No Me Queda Más,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:1r28ZDlVxz24Rmy8Sq9REY
Selena,Amor Prohibido,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:1kCewNSs909Xj1naXr36X8
Selena,Fotos Y Recuerdos,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:0kQOWm8vYnQEb2gVWITaAA
Selena,El Chico Del Apartamento 512,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:1lh3TnDpfNBNfLfOWghNnp
Selena,Ya No,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:1etyROgrPPGQHf9EIQNBi0
Selena,Techno Cumbia,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:2ZQB09LvHaOuMJBgCfOKHp
Selena,Tus Desprecios,spotify:artist:6IE6z7DcZIT4Ml3Fh5Ivch,spotify:track:2MKhIM2AgBZ9fBRXthgQRR
Grupo Bryndis,Amor Prohibido,spotify:artist:44WCHvwXBOMz6nm7Mu2ReO,spotify:track:4Hmuqk2w1fGqwpMP04aDUu
Los Angeles De Charly,Me Vas A Recordar,spotify:artist:0fdpJLsenUo15X3dPPWJSR,spotify:track:1rYr4ETg31yyac7VTRv7BK
Johnny Balik,U Make Me Feel,spotify:artist:6cXU3B0U7wNEOOU8UjaWww,spotify:track:2PwiypQaN2Wpo8Q7jFAU9b
The Bomb Digz,Get Used to This,spotify:artist:7xHn1vm2ppISEa5nEGszB1,spotify:track:4br7SWSJzKEidDDlEZ9xwe
MIIA,Dynasty - Elephante Remix,spotify:artist:0h3YCmvRJ2jqt4jFiR6nGL,spotify:track:4F1GNyFyinJH9W50pJO0RR
Alessia Cara,Wild Things - Remix,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,spotify:track:0Pc7Dg2xB4CdvfdYfAMQpd
Clinton Washington,Give It Up,spotify:artist:6N8DrfpoyrWzINboclWsdW,spotify:track:1WsmjYYubM68sJGtV72KkD
Matthew Schuler,Invincible,spotify:artist:6FSZmn4oKr0o1UpTZ8vXMq,spotify:track:6GDZA5jBIm8L8DQvU1Du57
Javon J,Move on Me,spotify:artist:7FQUixYWw0XrExNd8R0EEE,spotify:track:4zLWqXYHFxLFceyYryOVLE
Tim McGraw,Humble And Kind,spotify:artist:6roFdX1y5BYSbp60OTJWMd,spotify:track:4Pn0JlCUusD2QHjADuOzuV
Finding Hope,Decisions,spotify:artist:0QGDb8TBWIT06W4BoyAggg,spotify:track:0hbMCSmsshP8JsVsatvaHa
Daya,Back to Me,spotify:artist:6Dd3NScHWwnW6obMFbl1BH,spotify:track:56W0kPwYnDXstkgfbcuFUL
George Nozuka,Talk to Me,spotify:artist:0OsZ6gIVCVR1ssJ4dePlIJ,spotify:track:0nYmnsXYj3Aqij9YSrMuBC
Shane Harper,Like I Did,spotify:artist:1zKD316iTPlm0I1EUk8x6j,spotify:track:24aMOBYVHE58Y33RIwkT0L
SoMo,TMWYKAL,spotify:artist:5AtWO8IEnjhRLzaVVQxFUs,spotify:track:0koFkK7XP8RAD38RlLymTF
SoMo,Play,spotify:artist:5AtWO8IEnjhRLzaVVQxFUs,spotify:track:2edV20HIrV4nhEFsVYkpok
Tyrese,How You Gonna Act Like That,spotify:artist:08p7B5OtcUuVblvkQIlBhJ,spotify:track:5gnEqyTtO9ssGiBUWYnKu6
The Chainsmokers,Paris,spotify:artist:69GGBxA162lTqCwzJG5jLp,spotify:track:72jbDTw1piOOj770jWNeaG
Julia Michaels,Issues,spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,spotify:track:6D0b04NJIKfEMg040WioJQ
Katy Perry,Chained To The Rhythm,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:6520aj0B4FSKGVuKNsOCOi
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),spotify:artist:6MDME20pz9RveH9rEXvrOM,spotify:track:5knuzwU65gJK7IF5yJsuaW
AJR,Weak,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,spotify:track:3E2Zh20GDCR9B1EYjfXWyv
Kodak Black,Tunnel Vision,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4
KYLE,iSpy (feat. Lil Yachty),spotify:artist:4qBgvVog0wzW75IQ48mU7v,spotify:track:2EEeOnHehOozLq4aS0n6SL
The Chainsmokers,Something Just Like This,spotify:artist:69GGBxA162lTqCwzJG5jLp,spotify:track:6RUKPb4LETWmmr3iAEQktW
Bruno Mars,That's What I Like,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
Ed Sheeran,Shape of You,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:track:7qiZfU4dY1lWllzX7mPBI3
Khalid,Location,spotify:artist:6LuN9FCkKOj5PcnpouEgny,spotify:track:152lZdxL1OR0ZMW6KquMif
Maroon 5,Cold (feat. Future),spotify:artist:04gDigrS5kc9YWfZHwBETP,spotify:track:21TdkDRXuAB3k90ujRU1et
Ed Sheeran,Happier,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:track:2RttW7RAu5nOAfq6YFvApB
Ayo & Teo,Rolex,spotify:artist:27mFvqQj8KpjmdKIqcw1mG,spotify:track:0pSBuHjILhNEo55xK1zrRt
Calvin Harris,Slide,spotify:artist:7CajNmpbOovFoOoasH2HaY,spotify:track:7tr2za8SQg2CI8EDgrdtNl
A Summer High,Castle on the Hill,spotify:artist:5fdok8zKLIq2P82BqLIhZ5,spotify:track:45aJNFL6jdwHnftEoUqPrc
Lostboycrow,The Lost Boy (feat. Skizzy Mars),spotify:artist:5PxCTrv3Y1xVACfngpt7D2,spotify:track:4Lora6205JbkK6BJlttlRH
Imagine Dragons,Believer,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:0CcQNd8CINkwQfe1RDtGV6
Zedd,Stay (with Alessia Cara),spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,spotify:track:0dA2Mk56wEzDgegdC6R17g
Elevation Worship,Mighty Warrior,spotify:artist:3YCKuqpv9nCsIhJ2v8SMix,spotify:track:1BCLtk5xX8H8tdD51hbJ2k
Passion,The Lord Our God - feat. Kristian Stanfill,spotify:artist:6piIAIurGAryW5h1rqQC16,spotify:track:4b9hdMCEKybWzkqVrWCGQL
Chris Tomlin,Good Good Father,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,spotify:track:1CvoOXxJqC2VHwgjZxjGX5
All Sons & Daughters,Great Are You Lord,spotify:artist:44LPOpECjnIlnwH91wo2ir,spotify:track:1Hv54MWloXiAZDam1ez840
Jesus Culture,Fierce - Live,spotify:artist:0Onvkz1Nbs4wHXXUwOIGk8,spotify:track:4VS6PK5bVEBtEt4lLvLYoi
Jamie Berry,It Ain't Right - Original Mix,spotify:artist:5sM4cZ9MHihs0tbmkiE9n8,spotify:track:5eLOiEaYVR7I9SudgwSgTO
Junior Prom,Stand!,spotify:artist:29noXXNLw1uvxcnd6PLMkS,spotify:track:58g1JsuCItx9dIme7kaLo4
Dylan Gardner,Let's Get Started,spotify:artist:12Na60zr4c70kpEDMLICoh,spotify:track:0mGeaxNzBIm0vMNjxKX5Xs
Zedd,Shave It Up,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,spotify:track:4mtCNSfEwcwvm9iLG1bADY
Kill Paris,Operate,spotify:artist:6BNaPZdAIZAJnbgJRiZz2w,spotify:track:5i6vTq4PBXpRqcTIbNWQjA
SOHN,The Wheel,spotify:artist:6XZYAWJLL8UIbxAqjKj3cg,spotify:track:5dJCYzLWPrhlPLhcsrkaBi
Zedd,Papercut,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,spotify:track:2NSC3b9chltRlgOIslC2vX
lostprophets,Can't Catch Tomorrow (Good Shoes Won't Save You This Time),spotify:artist:7KnaZr690xW0sCihF9Z8oP,spotify:track:77rFIQ8rZVdMCtP0ir6cJR
Logic,Never Been,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,spotify:track:0aAk9KMmPChiS2EG9Fg7IX
lostprophets,"Burn, Burn",spotify:artist:7KnaZr690xW0sCihF9Z8oP,spotify:track:1Y0iARJI6JCrb9PMODzUA8
Highly Suspect,Lydia,spotify:artist:2pqd3HsfsvcBGtHvPOg6eg,spotify:track:7yoBjKO6cCnK3zV8gr1k4e
WE ARE TWIN,Running in the Sun,spotify:artist:1AorvDJVBFNYvHPmdA1fU9,spotify:track:5eX1NUPKABfnF9G12MLdrY
Grizfolk,Hymnals - RAC Mix,spotify:artist:6Xa4nbrSTfbioA4lLShbjh,spotify:track:2r12KCHNv0p7JQJsGt3vYK
David P.,No - Zwette Remix,spotify:artist:1zQfSKetozOFtnWvzH8uH3,spotify:track:6SRRYfPqjLx4cF2GP0sNQ4
Ed Sheeran,Shape of You,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:track:7qiZfU4dY1lWllzX7mPBI3
NEEDTOBREATHE,HAPPINESS,spotify:artist:610EjgFatGvVPtib97jQ8G,spotify:track:7aag0fFgE9K1Gj8lJwQaGI
Flume,Never Be Like You,spotify:artist:6nxWCVXbOlEVRexSbLsTer,spotify:track:12REd1n8PeiHHWOh066tpr
NEEDTOBREATHE,HARD LOVE,spotify:artist:610EjgFatGvVPtib97jQ8G,spotify:track:0xcFH3973DZauDkGnNjMgm
Fitz and The Tantrums,Roll Up,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,spotify:track:7kClqlbpmpZmGMimROkvh6
COIN,Talk Too Much,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE,spotify:track:4djIFfof5TpbSGRZUpsTXq
The Wanted,We Own The Night - The Chainsmokers Edit,spotify:artist:2NhdGz9EDv2FeUw6udu2g1,spotify:track:6h9xi8i9zVOXk5FqGqcBNH
Years & Years,Desire,spotify:artist:5vBSrE1xujD2FXYRarbAXc,spotify:track:4ZH03VC3uJk7uKk7CwsBqH
Cash Cash,"The Gun (feat. Trinidad James, Dev & Chrish)",spotify:artist:1LOB7jTeEV14pHai6EXSzF,spotify:track:2YNTdxrhOvKX1gZgf4NrMy
Bill Withers,Ain't No Sunshine - Lido Remix,spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,spotify:track:46a59ZT7JG0i3tJNaQmPom
The Vamps,All Night,spotify:artist:7gAppWoH7pcYmphCVTXkzs,spotify:track:4b4KcovePX8Ke2cLIQTLM0
The Him,Feels Like Home - Radio Edit,spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,spotify:track:6Yk8ceRQHJJCkcEntNIkzi
Avicii,Waiting For Love,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,spotify:track:6nsLzJfvp5OLd4mgqUJkpq
Kygo,I'm in Love,spotify:artist:23fqKkggKUBHNkbKtXEls4,spotify:track:12q7yTtyZfJjObmss6FQi3
Captain Cuts,Love Like We Used To - Lenno Remix,spotify:artist:0rlKkLkpsCnJbZethGBfAk,spotify:track:3rU5DakBr3a82YKOzAQSpr
Common Kings,Before You Go,spotify:artist:4j0qbafzqnGf4ARF8tY4VL,spotify:track:17oRGeekzqyhSqXWoCjVNp
Miike Snow,Genghis Khan,spotify:artist:4l1cKWYW591xnwEGxpUg3J,spotify:track:6MDijuuArPJv1vbp7K1x3f
The Wild Wild,When We Were Young (Panama Wedding Remix),spotify:artist:6zg9H7xs8aqRSsmouYUuXu,spotify:track:1rBFQZiJIJYYDx0dQagJlD
Bad Suns,Cardiac Arrest - WoodysProduce Remix,spotify:artist:0YhUSm86okLWldQVwJkLlP,spotify:track:3skNFsz9YtksD6LUUo1pz5
Old Daisy,Nightlife,spotify:artist:6hlAj6UPRPKivwn6WjMXEA,spotify:track:618RkOHKWNX9AL9pYStLoB
Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),spotify:artist:738wLrAtLtCtFOLvQBXOXp,spotify:track:0fg8CqpjdojMyXLNzM2PaJ
Paris Jones,Summer,spotify:artist:1buXx0RSkvGYCCiAl03JIp,spotify:track:5rfvovWBd35hYqk6rWLIrr
Two Door Cinema Club,Next Year - RAC Remix,spotify:artist:536BYVgOnRky0xjsPT96zl,spotify:track:5SL5AexE9va7cP6s0B9E4m
Glass Animals,Life Itself,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,spotify:track:32zkKx35Et6A515oZKxDkD
Ojivolta,Game Plan,spotify:artist:6FBUHxCdl6ePwkYY6JMclM,spotify:track:3R33zdBoZmsBAOOYgiGZRI
Coast Modern,The Way It Was,spotify:artist:4wYk01oPJNfaEssVFL46oQ,spotify:track:0XoGin3sawtB2HmME0Ikn3
Kygo,It Ain't Me (with Selena Gomez),spotify:artist:23fqKkggKUBHNkbKtXEls4,spotify:track:3eR23VReFzcdmS7TYCrhCe
Ed Sheeran,Galway Girl - Martin Jensen Remix,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,spotify:track:2A17f6I4fh6GqYX0J8noGr
A R I Z O N A,Electric Touch,spotify:artist:7hOGhpa8RMSuDOWntGIAJt,spotify:track:0AS090YJNo3vh75GrFxwbX
Clean Bandit,Symphony (feat. Zara Larsson),spotify:artist:6MDME20pz9RveH9rEXvrOM,spotify:track:1x5sYLZiu9r5E43kMlt9f8
Healy,Winse,spotify:artist:2Yhge9MsE7qKcV0eWsuuHM,spotify:track:0uPBYnoltG0oiZ2bOTy7iI
Post Malone,Congratulations,spotify:artist:246dkjvS1zLTtiykXe5h60,spotify:track:3a1lNhkSLSkpJE4MSHpDu9
YG,Who Do You Love?,spotify:artist:0A0FS04o6zMoto8OKPsDwY,spotify:track:1uDjaezEbalGyGnuH80zDK
Muse,Survival,spotify:artist:12Chz98pHFMPJEknJQMWvI,spotify:track:2IFqUmfW8oQoKn6ToxKsMs
Lady Gaga,ARTPOP,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:4t6HLZizcQiD8IvKUQU8il
Kanye West,I'm In It,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:52NmkyHsGsHGb1UX8fTkMg
Lykke Li,I Never Learn,spotify:artist:6oBm8HB0yfrIc9IHbxs6in,spotify:track:0H9k5RFDiHzL0WTPBk7Xz8
M.I.A.,MATANGI,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,spotify:track:6MmnK5AF4N0jZVCLFWhgso
M.I.A.,Warriors,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,spotify:track:6HFWJPpWoISMhGtiJFoY16
M.I.A.,Y.A.L.A.,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,spotify:track:12tA6w3I4PLAHunawPPfTW
Daft Punk,Prime Time Of Your Life / Brainwasher /Rollin 'and Scratchin' / Alive,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:track:3qVD67mL0JxgU0VQVKR52G
Daft Punk,Human After All/Together/One More Time/Music Sounds Better With You,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:track:5q2KGgJV5l4MAnnGIrvKSK
Muse,Knights Of Cydonia,spotify:artist:12Chz98pHFMPJEknJQMWvI,spotify:track:7ouMYWpwJ422jRcDASZB7P
System Of A Down,Deer Dance,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,spotify:track:7m6jkjeqackwEhecoP45bA
Arctic Monkeys,Mad Sounds,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:track:05eWvAS5Cxy4sHjlIDofyB
James Blake,Retrograde,spotify:artist:53KwLdlmrlCelAZMaLVZqU,spotify:track:03CLsFk6JSz301bKuukPSD
Arctic Monkeys,R U Mine?,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:track:29tzJGvqJPTAFs6LXmsHoA
YG,"Left, Right",spotify:artist:0A0FS04o6zMoto8OKPsDwY,spotify:track:17LndP1IOtgzdzeBS21ytf
YG,"Left, Right",spotify:artist:0A0FS04o6zMoto8OKPsDwY,spotify:track:1BpMnkPP9C5StoxcgcFEVz
Die Antwoord,Happy Go Sucky Fucky,spotify:artist:6urkHDoIVO1WO8vNIwcJmM,spotify:track:3ckwU0TBQ0NUJ1elmDLMtZ
Die Antwoord,Girl I Want 2 Eat U,spotify:artist:6urkHDoIVO1WO8vNIwcJmM,spotify:track:6fJBMuX4vUmeztp20PC8J9
Die Antwoord,Pitbull Terrier,spotify:artist:6urkHDoIVO1WO8vNIwcJmM,spotify:track:7wxqtAEYlz4gwVowjgOTrC
Die Antwoord,Cookie Thumper!,spotify:artist:6urkHDoIVO1WO8vNIwcJmM,spotify:track:7pX7v3nQCz2bzPI02cbLmB
Die Antwoord,I Fink U Freeky,spotify:artist:6urkHDoIVO1WO8vNIwcJmM,spotify:track:6QWpolEawxnSNfYOmYFG0M
Lorde,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” / Soundtrack,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,spotify:track:6vH82EO79HolBobpt6eMS9
Daft Punk,Superheroes / Human After All / Rock'n Roll,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:track:029O4HWI1pVXLfFdfQd1Jb
Hysee,Circular Dispute,spotify:artist:3IsdItywdrEtkWTh9sktVT,spotify:track:0YDstOhTHEQOd2EwgyMgOC
Ludovico Einaudi,Walk - Phaeleh Remix,spotify:artist:2uFUBdaVGtyMqckSeCl0Qj,spotify:track:39iLXGXqaWhACt9dJrByVu
Ishome,Ken Tavr,spotify:artist:0yyaMSLZPLTbtS2ifp0HTq,spotify:track:13TzNlwpTYmfLq0NXa3AUp
Michael Kiwanuka,Love & Hate,spotify:artist:0bzfPKdbXL5ezYW2z3UGQj,spotify:track:5q0gPpBVNNusEenuXo3hw3
Ujo,The Ego,spotify:artist:3svoiw5roZvtF08ukl162x,spotify:track:2JHUyqcUPswhtlOehlqnR2
Petit Biscuit,Jungle,spotify:artist:6gK1Uct5FEdaUWRWpU4Cl2,spotify:track:6MSd4awjGA81m2HP863Ip3
Chrome Sparks,The Meaning Of Love,spotify:artist:2pTCZ9C1fXdaVlv6d5EIXM,spotify:track:75m5afX3czCF6pUBwNdtuF
Sylvan Esso,Coffee,spotify:artist:39vA9YljbnOApXKniLWBZv,spotify:track:1FejelrM94Ik1mlI64Ofpb
6LACK,Learn Ya,spotify:artist:4IVAbR2w4JJNJDDRFP3E83,spotify:track:2V8OJ8i3WBh4Los9wG6OKQ
FKA twigs,Two Weeks,spotify:artist:6nB0iY1cjSY1KyhYyuIIKH,spotify:track:2UYJqglnOMTvRcqQLNcjjf
Vicktor Taiwò,Digital Kids,spotify:artist:30dFzY3dddH5mai3xo749h,spotify:track:4n5g16bWLZI8qSM5YaWSx6
Ólafur Arnalds,Fyrsta,spotify:artist:7E3BRXV9ZbCt5lQTCXMTia,spotify:track:3NaydPEwW6AfudkkqlUina
Rakesh Chaurasia,Raga Hemavati (Flute),spotify:artist:10LLaI6A4jACT6M5ddEEFg,spotify:track:5lSSnYTe9Fm2KsHSnybC4F
Rakesh Chaurasia & Abhijit Pohankar,Dhun (Flute & Keyboard),spotify:artist:7LMhvR9aBBoHhoh0SdA12W,spotify:track:6TofPmzTTfCXt2KEERgkMn
Ben Leinbach,Khumjung,spotify:artist:1bs286UUnvo0aH5N0nmZEX,spotify:track:1QiAxr5LVkmrnmCe5EURVA
MC YOGI,Shanti (Peace Out),spotify:artist:4dkPtsX0xVdn8gZmdMdFuk,spotify:track:0fTTNIGIsxYQhSyqfC0lDs
Digital Underground,The Humpty Dance,spotify:artist:7jocoSCuCtpCxCI6IbP8ye,spotify:track:3OcQkcvTcohs8vO8Rd3sKF
Naughty By Nature,Hip Hop Hooray,spotify:artist:4Otx4bRLSfpah5kX8hdgDC,spotify:track:1w29UTa5uUvIri2tWtZ12Y
Naughty By Nature,O.P.P.,spotify:artist:4Otx4bRLSfpah5kX8hdgDC,spotify:track:2QYUhjzK6yUdSFNvYRv1y6
Busta Rhymes,Woo Hah!! Got You All In Check - Explicit LP Version,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK,spotify:track:09WxJCWFMWAxTHBLLelpDS
Black Sheep,The Choice Is Yours (Revisited),spotify:artist:0NnCgUxhtWt1yBtpDyvFQf,spotify:track:4k9EkhkFZY8Bk41Qi0Ob7P
Luke,I Wanna Rock,spotify:artist:1SLtdFap7Mjk5jYavPFPQB,spotify:track:6BPA3Uzu6xDFTklgeWGqbD
A Tribe Called Quest,Buggin' Out,spotify:artist:09hVIj6vWgoCDtT03h8ZCa,spotify:track:6GAemDMWAXa8wZOBkO1gar
Eric B. & Rakim,Know The Ledge,spotify:artist:6jHG1YQkqgojdEzerwvrVv,spotify:track:4nBZIQ14fOYMxJvgbvHQpJ
